ARDACODE,WAVE,ICOUNTRY,UNREGION,CIANAME,UNNAME,ISO3,NUMISO,COWCODE,GRI2008,GFI2008,MSRI2008,RELRECOD,UNHDI80,UNHDI90,UNHDI00,UNHDI05,UNHDI10,UNHDRK10,UNH_8010,UNH_9010,UNH_0010,UNHDIMP,UNINHDI,UNINLEPC,UNINEDUC,UNIN_INC,UN_GINI,UN_GII,UN_GII_R,UNMMORTR,UNADFERT,UNFEMPS,UNSED_F,UNSED_M,UN_CONTR,UNANTEN,UNBIRSK,UNMPI,UNMPIPOP,UNMPIRSK,UNDEP_ED,UNDEP_H,UNDEP_LS,UNPOVNPL,UNPOLFRE,UNHUMNR,UNPRESS,UNJOURN,UNBRIBE,UNDECNTR,UNPOLEN,UNADJNS,UNFOSSIL,UNRENEW,UNCO2_90,UNCO2_06,UNPROTEC,UNDEGRAD,UNACCH20,UNACCSAN,UNPOLDTH,UNNTLDIS,UNARMS_E,UNARMS_I,UNREFUGE,UNCIVINT,UNDRNR92,UNDRNR06,UNDEPR92,UNDEPR06,UNSATI,UNSATIF,UNSATJOB,UNSATHLT,UNSATLIV,UNHOMIC,UNROBBRY,UNASVICT,UNSAFWLK,UNPOP90,UNPOP10,UNPOP30,UNGR9095,UNGR1015,UNURB90,UNURB10,UNMAGE90,UNMAGE10,UNDRAT90,UNDRAT10,UNTFR95,UNTFR15,UNSEXR90,UNSEXR10,UNEMRT91,UNEMRT08,UNFEMP,UNFEMPF,UNVEMP,UNVEMPF,UNEMP125,UNCHLAB,UNMATLV,UNLIT,UNSECED,UNPRIM_G,UNPRIM_N,UNSEC_G,UNSEC_N,UNTERT_G,UNDROP,UNREPIT,UNPUPT,UNTRAIN,UNHLTH_,UNDOCS,UNBEDS,UNDTP,UNMEASLE,UNHIV_YF,UNHIV_YM,UNHIV_A,UNINFM,UN_5M,UNMORT_F,UNMORT_M,UNNONCOM,UNEXP_ED,UNEXP_H,UNEXP_RD,UNEXP_M,UNEXP_D,UNTAXREV,UNGFC,UNINVEST,UNODA_T,UNODA_PC,UNODASOC,UNREMITT,UNREMITP,UNGDP,UNGDPPPP,UNGDPCAP,UNGDPGRO,UNCPI_CH,UNROAD,UNRAIL,UNAIRFR,UNNOELEC,UNNEWSP,UNRADIO,UNTVCOV,UNPHONO,UNPHOPER,UNMOBCOV,UNNETUSE,UNNETGRO,UNBROADB,UNPCS,UNMOBCHG,UNFIXCHG,UNCALLP,CIATAREA,CIALAREA,CIAWAREA,CIABORD,CIACSTL,CIAPOP,CIAPSTR1,CIAPSTR2,CIAPSTR3,CIAPOPGR,CIABIRTH,CIAMORT,CIAMIGR,CIAURB_P,CIAURB_R,CIAINF_T,CIAINF_M,CIAINF_F,CIALIFEX,CIALIF_M,CIALIF_F,CIA_TFR,CIAHIV_R,CIAHIV_P,CIALIT_T,CIALIT_M,CIALIT_F,CIAEDEX,CIAGDPPP,CIAGDPOF,CIAGDPAG,CIAGDPIN,CIAGDPSV,CIALABOR,CIAUNEMP,CIAPOVL,CIAINVST,CIA_REV,CIA_EXPN,CIAPDEBT,CIAINFLA,CIAINGRO,CIAELPRO,CIAELCON,CIAELEX,CIAELIMS,CIAOIL_P,CIAOIL_C,CIAOIL_E,CIAOIL_I,CIAOIL_R,CIANG_P,CIANG_C,CIANG_E,CIANG_I,CIANG_R,CIA_ACC,CIAEXPRT,CIAIMPRT,CIARSRV,CIADEBTX,CIATELE1,CIATELE2,CIANET1,CIANET2,CIA_AIR1,CIA_AIR2,CIA_AIR3,CIA_HELI,CIA_RAIL,CIA_ROAD,CIA_WW,CIA_MILX,GRI_08R,GFI_08R,MSRI_08R,I_RELIGION,I_REGION,I_GVTREG,I_GVTFAV,I_SOCREG
150,2011.46,"Micronesia, The Federated States of",9,"Micronesia, Federated States",Micronesia (Federated States of),FSM,583,987,0,0,0,2,,,,0.614,0.614,-5,,,,,0.375,0.616,0.503,0.17,,,,,25.36666667,0,,,,,88,,,,,,,,2,,,0,,,,,,,,,4,,,,0,10768,,,,0,,,,,,,,,,,,,,0.1,0.1,0.1,2.1,0.5,25.8,22.66666667,17.6,20.8,91.2,67.26666667,4.766666667,3.2,108,107.2,,,,,,,,,,,,110.2666667,,90.5,,14.06666667,,,,,373,6,33,21,8,,,,32,39,156,187,682,7.266666667,12.56666667,,,,,,,35.89888889,855.7666667,53.26666667,,,0.3,0.3,2334,1.1,,,,,,,,,39,343,,14.5,300,0.1,,50,24,0,702,702,0,0,6112,106836,33.6,63.36666667,3,-0.313,22.21888889,4.348888889,-20.98888889,23,1.3,24.33888889,26.89,21.66,71.51888889,69.57888889,73.54888889,2.74,,,89,91,88,,238100000,238100000,28.86666667,15.16666667,55.86666667,0.016359999,22,26.69888889,,0.166,0.1527,,2.2,,0.192,0.1786,0,0,,,,,,,,,,,-0.034299959,0.014,0.1327,,0.060799999,8700,38000,3097,17000,6,6,,,,240,,,0,0,0,1,3,0,0,0
151,2011.46,Moldova,7,Moldova,Republic of Moldova,MDA,498,359,1.667,2.733,10,3,,0.616,0.552,0.606,0.623,0,,0.058888889,1.208888889,,0.539,0.673,0.635,0.367,37.36666667,0.429,40,22,33.76666667,21.8,85.76666667,92.26666667,67.76666667,98,100,0.007962963,2.2,7.2,5.066666667,10.06666667,5.266666667,48.5,2,3,33.76666667,0,34,,20,17.3,90,2,4.766666667,2,1.366666667,22,10,21,340,86995,20,,5.566666667,0,-1,-1,9,9,5.7,5.566666667,68,60,39,5.066666667,25,6,37,4.4,3.6,3.2,-0.1,-0.6,46.76666667,47,29.86666667,35.2,56.76666667,38.36666667,2.1,1.5,104.2666667,105.7666667,58.1,44.7,67.56666667,1.09,32.36666667,0.84,11.06666667,32,126,98.26666667,,89.2,83.26666667,83.06666667,79.06666667,39.86666667,4.4,0.1,,,281,27,61,5,6,0.2,0.4,0.4,15,17,141,312,963,8.166666667,5.2,0.5,0.6,7.5,20.5,34.1,11.66666667,4.5,82.26666667,51.5,31.36666667,522,6,10.56666667,1694,0.2,11.3,38,1156,,,,,,97,389,98,23.36666667,1516,3.2,11.4,4.266666667,173.1666667,3,33851,32891,960,1390,0,4314377,15.5,74,10.4,-0.071962963,11.16,10.74,-1.128888889,47,0.9,12.42888889,13.84888889,10.92,71.37,67.68,75.28,1.29,0.4,12000,99.06666667,99.7,98.56666667,9.598888889,11010000000,5357000000,16.3,20.1,63.6,1.203,6.5,26.3,21.66666667,2.164,2.462,25,7.298888889,7,3.617,4.37,240,2931,0,19000,36.49,14230,0,6E-05,3.176,0,3.176,0,-0.565,1.45,3.66,1.71,4.618,1139000,2785000,492181,1333000,11,5,6,,1190,9343,558,0.4,2,3,10,2,4,1,1,3
152,2011.46,Monaco,22,Monaco,Monaco,MCO,492,221,1.667,3.399962963,0,2,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,0,,,,,,,,,23.66666667,,0,0,0,,,,,,,,,,,,,,,0,12,,,0,0,0,0.9,0.3,100,100,,,,,,,,,,,,,,,,,,,,127.7,,153.4,,,,,,,2139,,,1,1,,,,3,4,53,118,321,,2.9,,,,,,,,,,,,,,,,,3850,,,,,,,,,,,,41.86666667,,,,,2,2,0,4.4,4.066666667,30539,12.3,60.76666667,26.86666667,-0.124,6.94,8.278888889,0.1,100,0.3,1.79,2.04,1.54,89.73,85.76888889,93.84,1.5,,,99,99,99,1.198888889,976300000,,0,4.9,95.06666667,0.043999999,0,,,0.863,0.9206,,1.9,,,,,,,,,,,,,,,,,0.7163,0.9161,,18,35400,23000,23621,23000,,,,1,,50,,,2,3,0,1,4,1,1,0
153,2011.46,Mongolia,6,Mongolia,Mongolia,MNG,496,712,4.722,5.133,6.333,14,,0.52,0.539,0.588,0.622,2,,0.9,1.43,,0.527,0.579,0.635,0.399,36.6,0.523,57,46,16.6,4.2,83,81.76666667,66,99,99,0.064962963,15.8,20.66666667,6.766666667,19,39.6,36.1,2,3,23.3,0,20,1,25,3,96,3,4.5,3.6,13.4,31,24,50,318,120113,,14,1.3,0,30,29,14,14,5.7,5.566666667,78,69,50,7.9,31,6,40,2.2,2.7,3.2,0.5,1.1,57,62,18.8,26.3,84.2,42.1,3.5,1.9,102.2666667,104.0666667,50.2,51.6,39.86666667,1.12,59.7,0.93,30.5,18,120,97.26666667,80.2,101.5,88.7,95.06666667,82,49.76666667,5.066666667,0.2,31.6,99,138,26,60,4,3,,0.1,0.1,34,41,145,291,923,5.066666667,3.5,0.2,,1.366666667,23.16666667,35.7,13,4.798888889,93.7,39.36666667,3.766666667,76,5.266666667,9.4,1991,2.266666667,8.066666667,,1810,6,34.1,20,95,67,74,622,66,12.5,1000,1.366666667,24.6,,43.76666667,,1564116,1553556,10560,8220,0,3133318,27.3,68.7,4,1.489,20.92888889,6.04,0,62,1.9,37.25888889,40.25888889,34.10888889,68.31,65.84888889,70.89,2.208888889,-1,-1,97.76666667,98,97.5,5.598888889,10080000000,5807000000,15,31,54,1.068,11.5,36.1,,2.26,2.26,,13,3,4.5,3.023,20.69888889,214.0988889,5975,16000,5834,15730,,0,0,0,1.179E-05,0,-0.3788,2.899,3.299999999,,1.86,188900,2249000,7942,330000,46,14,32,1,1908,49249,580,1.398888889,5,5,6,5,2,2,2,2
154,2011.46,Montserrat,3,Montserrat,Montserrat,MSR,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,102,0,0,40,5140,26.86666667,66.56666667,6.5,0.447,11.67,7.2,0,14,2.398888889,15.23,11.53888889,19.1,73.15888889,74.98888889,71.23888889,1.26,,,,,,3.298888889,29000000,,1.166666667,23.1,75.7,,6,,,0.0314,0.0316,,2.6,,0.022,0.02046,0,0,0,1000,0,520.6,0,0,0,0,0,0,,0.0007,0.016999999,,0.008899999,2700,3000,552,1200,2,2,,,,,,,,,,,5,,,
155,2011.46,Morocco,11,Morocco,Morocco,MAR,504,600,6.389,7.267,7.333,6,0.351,0.421,0.491,0.536,0.567,1,1.59,1.49,1.44,5,0.407,0.671,0.246,0.409,40.86666667,0.693,104,240,18.86666667,6.2,20.1,36.36666667,63,68,63,0.139,28.5,11.4,36.26666667,31.5,21.36666667,,0,3,41,1,24,0,6,19.8,94,4,0.9,1.5,1.6,39,19,31,186,1156,,49,3.5,0,5,-1,11,13,5.766666667,6,69,88,71,0.4,74,5,75,24.8,32.36666667,39.26666667,1.7,1.166666667,48.36666667,58.2,19.66666667,26.16666667,77.26666667,50.2,3.7,2.266666667,103.7,103.7,45.86666667,46.1,47.1,0.67,51.1,1.398888889,3.366666667,8,98,56.36666667,,106.9,89.5,55.76666667,34.5,12.3,23.8,11.9,29.86666667,100,202,6,11,1,4,0.1,0.1,0.1,32,36,88,147,655,5.7,1.7,0.6,3.366666667,4.766666667,27.5,33.1,2.766666667,1.398888889,39,47.6,7.766666667,218,88.9,136.8,2769,2.366666667,1.9,13,1989,55,2.766666667,,,,82,585,98,33,5121,1.5,5.7,2.6,77.4,26,446550,446300,250,2017.9,1835,31968361,27.8,66.06666667,6.066666667,1.066962963,19.19,4.75,-3.77,58,2.1,27.53,32.32,22.51,75.9,72.84,79.10888889,2.208888889,0.1,26000,52.26666667,65.7,39.6,5.598888889,1.54E+11,91700000000,17.1,31.6,51.36666667,11.63,9.8,15,30.16666667,23.42,27.08,58.2,2.5,4.4,19.78,20.78,0,3429,4053,187000,17420,195800,100,0.06,0.56,0,0.5,1.500999999,-7.921999959,14.49,34.19,24.57,22.69,3516000,25311000,277793,13213000,58,32,26,1,2067,57625,,5,6,7,7,4,1,2,3,3
156,2011.46,Mozambique,5,Mozambique,Mozambique,MOZ,508,541,0,0.8,0.667,2,0.195,0.178,0.224,0.263,0.284,0,1.25,2.338888889,2.37,33,0.155,0.244,0.144,0.106962963,47.1,0.718,111,520,149.1666667,34.76666667,1.5,6,16.5,89,48,0.481,79.76666667,9.8,69.06666667,52.7,86.4,55.2,1,3,19,0,20,1,15,-4.566666667,5,95,0.1,0.1,15.8,2,53,83,1428,47950,,,0.2,0,59,37,22,16,3.766666667,3.9,74,82,46,5.066666667,,24,52,13.5,23.36666667,33.86666667,3.266666667,2.1,21.1,38.36666667,16.5,17.86666667,99.2,89.26666667,6.066666667,4.566666667,100.2666667,101.2666667,79.9,77.9,,,,,81.2,22,,54,3.2,114.2,79.9,20.6,6.2,1.5,56.26666667,5.5,64.06666667,67,39,-1,8,28,23,8.5,2.9,12.5,90,130,458,485,777,5,3.5,0.5,0.8,0.5,,18.5,6,22.89888889,91.5,49.26666667,1.166666667,5,9.8,18.66666667,440,2.2,11.5,,3116,7,86.2,3,,,20,3178,44,1.6,1650,0.1,,0.2,18.8,26,799380,786380,13000,4571,2470,22948858,45.86666667,51.1,3,2.444,39.61888889,13,-2.18,38,4,78.95,81.18,76.68,51.78,51.00888889,52.57,5.46,11.5,1400000,47.76666667,63.5,32.7,5,22190000000,10210000000,28.8,26,45.2,9.869999999,21,70,17.16666667,2.346,2.898,40.76666667,13.5,8,15.91,10.16,11820,8278,0,18000,0,13760,0,3.3,0.1,3.2,0,127.4,-1.028,2.517,3.527,1.982,4.99,82400,5971000,21172,613600,106,23,83,,4787,30400,460,0.8,0,1,1,1,1,0,1,1
157,2011.46,Namibia,18,Namibia,Namibia,NAM,516,565,0,0,0,1,,0.553,0.568,0.577,0.606,2,,0.46,0.64,,0.338,0.503,0.429,0.178,74.26666667,0.615,75,210,74.4,26.86666667,49.6,46.1,55.1,95,81,0.187,39.6,23.5,16,37.2,60.76666667,,1,1,9,0,,,23,9.9,68,21,0,1.366666667,14.5,28,8,67,152,42577,,66,1,0,29,19,14,8,5.2,,84,87,61,17.86666667,,14,33,1.366666667,2.2,3,2.7,1.7,27.66666667,38,17.8,21.1,88.9,66.76666667,4.9,3.1,100.7666667,101.2666667,45.36666667,42.86666667,78.4,0.89,21.1,1.66,,13,90,88.2,,112.4,89,65.76666667,54.36666667,8.9,23.36666667,18.1,29.36666667,95,467,3,27,17,27,10.3,3.366666667,15.3,31,42,290,356,513,6.5,3.2,,3.5,,27.16666667,23.36666667,6.066666667,2.398888889,98,66.26666667,0.2,6,8.8,13.56666667,4149,0.5,5.4,,,0,65.7,28,,,56,520,95,5.266666667,278,0,23.86666667,5.9,35.5,18,824292,823290,1002,3936,1572,2147585,34.2,61.7,4.066666667,0.873,21.48,12.94888889,0.2,38,3.298888889,45.59,48.85888889,42.21,52.18888889,52.47888889,51.89,2.49,13.09888889,180000,85,86.76666667,83.5,6.4,14640000000,11450000000,9,32.7,58.2,0.729,51.2,55.79888889,24,2.977,3.817,20,4.598888889,6.5,1.491,2.845,40,2045,0,22000,0,19120,0,0,0,0,0,62.29,-0.187,4.277,5.152,1.961,2.373,142100,1217000,76020,127500,129,21,108,,2626,64189,,3.7,0,0,0,3,1,0,0,0
158,2011.46,Nauru,9,Nauru,Nauru,NRU,520,970,5.556,2.533,6.666962963,4,,,,,,,,,,,,,,,,,,,,0,,,35.6,95,97,,,,,,,,2,,,0,,,,,,,14.4,14.06666667,,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,1.7,0.6,100,100,,,,,,,,,,,,,,,,,,,,78.76666667,72.26666667,46.1,,,74.56666667,,,74.2,812,8,35,1,1,,,,36,45,303,448,1093,,,,,,,,,,3124,39.36666667,,,,,,,,,,,,,,,,,,,,,,,,,21,21,0,0,30,9322,33,65.26666667,1.6,0.611,27.78,6.11,-15.55,100,0.6,8.66,11.15,6.58,65.34888889,61.27,68.75,3.08,,,,,,,60000000,,,,,,90,,,0.0135,0.0135,,,,0.031,0.02883,0,0,0,1000,0,1026,0,0,0,0,0,0,,6.4E-05,0.019999999,,0.033299999,1900,1500,4158,,1,1,,,,24,,,6,3,7,3,3,2,1,3
159,2011.46,Nepal,15,Nepal,Nepal,NPL,524,790,4.722,6.2,6.666962963,12,0.21,0.316,0.375,0.4,0.428,5,2.37,1.52,1.34,1,0.292,0.569,0.193,0.226,47.26666667,0.716,110,830,101.4,33.2,17.86666667,39.86666667,48,44,19,0.35,64.7,15.56666667,38,58.26666667,77.2,30.86666667,2,4,35.6,0,8,2,11,30.5,11,89,0,0.1,17,2,12,69,877,9611,,,4.2,0,21,16,14,11,5.266666667,5.5,80,84,51,2.2,1,5,43,19.1,29.86666667,40.6,2.5,1.7,8.9,18.6,18.6,21.6,84,66.56666667,4.9,2.7,106,105.2,59.6,61.5,28.36666667,0.44,71.56666667,1.34,67.56666667,31,52,57.86666667,15.4,124,78.76666667,43.5,,5.566666667,38.36666667,16.8,37.76666667,66.4,53,2,50,18,21,0.3,0.5,0.5,41,51,273,281,769,3.766666667,2,,2,1.3,10.4,21.1,0,5.598888889,25.1,46.2,21.6,95,12.56666667,31.8,438,1.7,5.5,12,,7,55.86666667,,70,,17,1706,10,1.7,898,0,,7.2,25.8,1,147181,143351,3830,2926,0,29391883,34.6,61.1,4.4,1.596,22.17,6.808888889,0.61,19,4.7,44.53888889,44.53888889,44.54888889,66.15888889,64.93888889,67.43888889,2.47,0.4,64000,48.6,62.7,34.86666667,4.598888889,35310000000,15110000000,33,15,52,18,46,24.69888889,,3,4.6,,8.598888889,1.8,2.6,2.243,0,213,0,18000,0,16920,0,0,0,0,0,0,-0.449,0.849,5.259999999,,4.5,820500,7618000,43928,577800,47,11,36,,59,17282,,1.6,5,6,7,6,2,2,2,3
160,2011.46,Netherlands,22,Netherlands,Netherlands,NLD,528,210,0,5.599962963,6,0,0.779,0.822,0.868,0.877,0.89,3,0.44,0.4,0.25,59,0.818,0.911,0.834,0.72,30.86666667,0.174,1,6,3.766666667,39.1,86.26666667,89.2,67,,100,,,,,,,,2,1,1,0,4,1,30,-1.166666667,93,4,11.16666667,10.3,12.4,5,0,0,203,0,554,132,0,0,-1,-1,,,7.766666667,7.766666667,92,85,91,1,84,3,74,15,16.66666667,17.5,0.7,0.3,68.7,82.9,34.5,40.76666667,45.1,49.2,1.6,1.8,104.7,105.2,51.36666667,59.26666667,90.5,1.02,9.4,8,,,112,,67.4,106.7666667,98.5,119.5,88.56666667,60.1,1.7,,,,3509,39,48,3,4,0.1,0.2,0.2,4,5,57,78,425,5.5,7.266666667,1.8,1.366666667,,23.6,20.5,-0.3,0.8,,,0.4,201,871,673.6,52963,1.9,2,372,2896,4903,,307,100,100,170,36,98,87,106,35.1,90.9,14.56666667,69.56666667,10,41543,33893,7650,1027,451,16847007,17,67.4,15.56666667,0.371,10.23,8.848888889,2.33,83,0.8,4.588888889,5.08,4.07,79.68,77.06,82.43888889,1.66,0.2,22000,99,99,99,5.298888889,6.80E+11,7.70E+11,2.6,24.86666667,72.4,7.86,5.5,10.5,18,356,399.3,64.56666667,1.1,3.2,108.2,124.1,10560,15450,57190,922800,1660000,2426000,100,79.58,48.6,55.59,24.6,1416,46.68999996,451.3,408.4,,,7320000,21182000,12607000,14872000,27,20,7,1,2896,136827,6214,1.6,0,6,6,6,4,0,2,2
162,2011.46,New Caledonia,8,New Caledonia,New Caledonia,NCL,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18575,18275,300,0,2254,256275,24.86666667,67.26666667,7.766666667,1.524,16.28,5.28,4.25,57,1.398888889,5.71,6.75,4.62,76.75,72.67,81.03,2.068888889,,,96.2,96.76666667,95.5,,3158000000,3300000000,15,8.8,76.2,0.1026,17.1,,,0.996,1.072,,1.398888889,,1.825,1.697,0,0,0,13000,645.2988889,14430,0,0,0,0,0,0,,1.341,1.998,,0.078999999,65900,208000,22456,85000,25,12,13,8,,5622,,,,,,,3,,,
163,2011.46,New Zealand,2,New Zealand,New Zealand,NZL,554,920,0,1.833,1.667,5,0.786,0.813,0.865,0.896,0.907,0,0.48,0.55,0.47,47,,0.912,,,36.2,0.32,25,9,22.6,33.6,71.56666667,73.5,,,94,,,,,,,,2,1,3,0,9,2,23,,67,33,6.7,7.4,25.86666667,5,0,,0,189,,2,0,0,-1,-1,,,7.766666667,8,90,85,79,1.3,53,1,57,3.366666667,4.266666667,5,1.7,0.9,84.7,86.2,31,36.6,51.86666667,49.7,2.1,2,105.0666667,105.7666667,55.36666667,62.7,87.9,1.05,11.9,0.68,,,98,,67.9,101.2,99.2,120.4,90.76666667,79.06666667,,,17.1,,2497,21,62,11,14,,0.1,0.1,5,6,57,88,398,6.2,7.066666667,1.3,1.1,,31.66666667,23.3,4.2,0.3,,,0.5,147,129.9,116.4,30439,1.166666667,2.7,35,,921,,182,100,100,149,87,97,71.4,64,21.6,53,24.6,36.6,0,267710,267710,,0,15134,4290347,20.36666667,66.4,13.3,0.882,13.67888889,7.15,2.278888889,86,0.9,4.78,5.37,4.16,80.59,78.60888889,82.67,2.08,0.1,2500,99,99,99,6.098888889,1.19E+11,1.38E+11,4.566666667,24,71.4,2.319999999,6.5,,19.6,56.24,62.18,25.5,2.6,2,42.4,39.24,0,0,61150,154100,54560,143900,60,4.305,4.32,0,,33.98,-4.503999959,33.24,30.24,17.85,64.33,1870000,4700000,2470000,3400000,122,40,82,,4128,93911,,1,0,2,2,3,3,0,1,1
164,2011.46,Nicaragua,4,Nicaragua,Nicaragua,NIC,558,93,0,5.799962963,0,2,0.44,0.454,0.512,0.545,0.565,-2,0.84,1.1,1,67,0.426,0.718,0.333,0.324,52.26666667,0.674,97,170,112.7,18.5,30.8,44.7,72.4,90,74,0.211,40.7,15.66666667,36.36666667,25.86666667,54.1,45.76666667,2,2,16.8,0,13,2,14,,41,59,0.6,0.8,36.7,14,15,48,316,10527,,,1.5,0,52,21,21,18,7.066666667,7.066666667,80,80,62,13,441,13,49,4.066666667,5.766666667,7.4,2.366666667,1.5,52.26666667,57.26666667,16.8,22,96.56666667,64.2,4.5,2.6,103.4,104.2666667,57.2,58.26666667,54.7,0.99,44.86666667,1.02,19.36666667,15,84,78,25.36666667,116.9,91.76666667,67.9,45.2,18,51.6,11,29.16666667,72.7,232,4,9,4,1,0.1,0.3,0.2,23,27,123,209,705,3.1,4.5,0,0.7,4.266666667,17,29.36666667,9.5,11.5,130.4,43,12.4,144,6.566666667,15.16666667,1163,-0.2,8.566666667,14,,,28.16666667,,,,60,1242,,3.266666667,270,0.6,,,101.7666667,4,130370,119990,10380,1231,910,5666301,31.66666667,63.76666667,4.5,1.088,19.46,5.03,-3.54,57,2,22.64,25.94,19.19,71.9,69.81888889,74.09,2.12,0.2,6900,67.5,67.2,67.76666667,3.1,17340000000,6375000000,17.6,26.5,56,2.343,8,48,22.8,1.421,1.511,78,4.7,1.5,3.286,2.569,0,63.95,0,29000,212.5,29570,0,0,0,0,0,0,-0.819,3.182,4.7,1.58,4.03,255000,3204000,157162,199800,143,11,132,,,19137,2220,0.6,0,6,0,1,5,0,2,0
165,2011.46,Niger,20,Niger,Niger,NER,562,436,0.833,0,0,7,0.166,0.18,0.212,0.241,0.261,-1,1.51,1.87,2.088888889,45,0.173,0.274,0.108962963,0.173,43.86666667,0.807,136,1800,157.4,12.4,2.5,7.566666667,11.16666667,46,18,0.642,92.7,4,87.06666667,64.9,93,,2,3,48.5,0,17,,19,,,,0.1,0.1,6.766666667,25,52,91,5445,50079,,7,0.8,1,38,28,18,15,3.766666667,3.7,54,82,52,,,5,73,7.9,15.9,32.6,3.266666667,3.7,15.4,17.1,15.4,15,104.7666667,108.7666667,7.766666667,6.9,104,104.2666667,59.36666667,59.76666667,,,,,76.56666667,43,98,28.66666667,2.9,62.36666667,54,11,8.9,1.3,33.2,6.4,40.7,98.4,35,-1,3,34,20,0.5,0.9,0.8,79,167,340,374,1030,3.7,2.766666667,,,0.5,11.5,18.86666667,2.7,11.3,41.26666667,45.2,1.5,5,5.4,10,364,-1.3,2.366666667,1,,,,0,100,,13,8801,45,0.5,1900,,,11.16666667,33.5,17,1267000,1266700,300,5697,0,16468886,49.6,48,2.266666667,3.642962963,50.53888889,14.10888889,0,17,4.7,112.2188889,117.1888889,107.0988889,53.39888889,52.13,54.7,7.598888889,0.8,61000,28.66666667,42.86666667,15.06666667,4.5,10580000000,5603000000,39,17,44,4.687999999,,63,,0.32,0.32,,0.1,5.066666667,0.15,0.5895,0,450,0,6000,0,5367,0,0,0,0,0,0,-0.321,0.428,0.8,,2.1,65000,2599000,172,115900,27,10,17,,,18949,300,1.3,1,0,0,4,1,1,0,0
166,2011.46,Nigeria,20,Nigeria,Nigeria,NGA,566,475,0.556,6.933,6,6,,,,0.402,0.423,0,,,,,0.246,0.22,0.228,0.298,42.86666667,,,1100,126.5666667,7.266666667,,,14.66666667,58,39,0.368,63.5,15.66666667,42.36666667,59.5,72.06666667,,2,4,46,0,27,0,30,,19,81,0.5,0.7,12.8,12,42,68,2120,432,,17,14.16666667,0,15,8,13,11,3.766666667,4.9,65,80,40,1.3,,17,51,97.26666667,158.3,226.6666667,2.5,2.1,35.26666667,49.76666667,17.1,18.6,95,83.5,6.4,4.766666667,101.5666667,102.5666667,52.7,51.76666667,,,,,72.2,13,84,60.1,,93.06666667,61.36666667,30.5,25.8,10.06666667,25.1,2.9,46.26666667,51.2,131,4,5,46,38,2.266666667,0.8,3.1,96,186,399,424,909,,1.7,,0.8,0.3,,,1.8,0.7,8.5,72.9,4.766666667,66,207.0666667,317.1666667,1370,1,12.9,21,3528,10,53.26666667,,,,43,10921,83,15.9,29878,0,,84.4,75.9,14,923768,910768,13000,4047,853,155215573,40.86666667,55.86666667,3.1,1.935,35.50888889,16.05888889,-0.1,50,3.5,91.54,97.42,85.31,47.56,46.75888889,48.40888889,4.73,3.6,220000,68,75.7,60.6,,3.70E+11,2.07E+11,31.86666667,32.86666667,35.2,48.33,4.9,70,11.56666667,18.16,29.55,13.4,13.9,4,21.92,19.21,0,0,2211000,280000,2327000,170000,37500,32.82,12.28,20.55,0,5246,27.76999996,76.33,34.18,43.35999996,11.02,1419000,73099000,1378,43989000,54,38,16,4,3505,193200,8600,1.5,1,7,6,4,1,1,3,2
167,2011.46,Niue,14,Niue,Niue,NIU,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,260,0,0,64,1311,,,,-0.031962963,,,,38,-1.3,,,,,,,,,,,,,,10010000,10010000,23.5,26.86666667,49.5,0.000663,12,,,0.01507,0.01633,,4,,0.003,0.00279,0,0,0,0,0,30.66666667,0,0,0,0,0,0,,0.0002014,0.009037999,,0.000418,1100,600,397270,1100,1,1,,,,120,,,,,,,3,,,
168,2011.46,Norfolk Island,2,Norfolk Island,Norfolk Island,NFK,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,36,0,0,32,2169,20.16666667,63.86666667,15.9,0.005962963,,,,,,,,,,,,,,,,,,,,,,,,0.000978,,,,0.0046,0.0048,,,,,,,,,,,,,,,,,,,,,,,2532,0,93,,1,1,,,,80,,,,,,,3,,,
